year,age,age_gp,edu,parity,add_exp,intention,race,marital,birth_5yr,birth_5yr_binary,race_only,hisp_only,marital_formal,weight,SECU,SEST,wants_more_kids
2015-2017,33,30-34,HS,4,0,4,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Formerly Married,43592.3983480769,3,329,0
2015-2017,33,30-34,Bachelor,0,2,2,Hispanic,Married,0,0,Other,Hispanic,Married,14994.4828055014,2,305,1
2015-2017,26,25-29,Some College,3,0,3,Non-Hispanic White,Formerly Married,2,1,White,Non-Hispanic,Formerly Married,4446.7567928021,1,368,0
2015-2017,18,15-19,HS,0,4,4,Hispanic,Never Married,0,0,White,Hispanic,Never Married,3150.00142759581,4,316,1
2015-2017,22,20-24,Some College,0,2.5,2.5,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,16620.6187723547,4,337,1
2015-2017,41,40-44,HS,3,0,3,Hispanic,Married,0,0,Other,Hispanic,Married,23785.088066309,3,364,0
2015-2017,23,20-24,HS,1,2,3,Hispanic,Married,1,1,White,Hispanic,Married,4566.70572739565,1,330,1
2015-2017,24,20-24,Some College,1,0,1,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,7206.99286366701,3,316,0
2015-2017,22,20-24,Bachelor,0,4,4,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,11872.1875221243,1,364,1
2015-2017,30,30-34,HS,1,2,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,1960.23194820167,2,329,1
2015-2017,22,20-24,Some College,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,38507.4639972746,1,347,0
2015-2017,23,20-24,Bachelor,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,6023.18506856636,4,316,1
2015-2017,37,35-39,Bachelor,0,0,0,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,7448.60051226395,1,337,0
2015-2017,15,15-19,<HS,0,4,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5829.81392418883,2,367,1
2015-2017,39,35-39,HS,1,1,2,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,5313.79846761046,1,331,1
2015-2017,28,25-29,Post-Grad,1,1,2,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,4077.26537718835,3,367,1
2015-2017,31,30-34,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,30009.4338892721,2,365,0
2015-2017,38,35-39,HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3075.48939350884,2,329,0
2015-2017,29,25-29,Some College,4,0,4,Other or Multiple,Never Married,3,1,Other,Non-Hispanic,Never Married,19472.2915558784,2,330,0
2015-2017,30,30-34,HS,3,1,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7153.43183077206,4,309,1
2015-2017,36,35-39,Bachelor,1,0,1,Other or Multiple,Formerly Married,0,0,Other,Non-Hispanic,Formerly Married,4629.85515786505,3,351,0
2015-2017,37,35-39,<HS,2,0,2,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,3129.78256525201,3,330,0
2015-2017,17,15-19,<HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,28926.6449260157,3,330,1
2015-2017,27,25-29,HS,2,1,3,Non-Hispanic White,Cohabitating,1,1,White,Non-Hispanic,Never Married,21929.0307821931,1,347,1
2015-2017,18,15-19,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3636.986844871,3,330,0
2015-2017,18,15-19,HS,0,1,1,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,2782.1676202139,4,364,1
2015-2017,20,20-24,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4538.10409226067,4,368,1
2015-2017,28,25-29,Some College,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,20600.5229749239,1,311,1
2015-2017,21,20-24,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,7880.98705951506,4,365,1
2015-2017,24,20-24,Some College,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12782.69902477,1,347,1
2015-2017,33,30-34,Bachelor,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6808.25007970973,1,364,0
2015-2017,18,15-19,HS,0,4,4,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4502.26230217378,3,368,1
2015-2017,44,40-44,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,106774.4,4,316,0
2015-2017,29,25-29,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,22191.9213084115,4,331,1
2015-2017,31,30-34,Bachelor,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12775.9269659781,3,347,0
2015-2017,31,30-34,<HS,0,0,0,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,5818.06204065365,2,331,0
2015-2017,21,20-24,Some College,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,15862.2079625082,3,365,0
2015-2017,39,35-39,Post-Grad,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,104148.210400002,2,322,0
2015-2017,32,30-34,Some College,1,0,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,7044.47901519829,3,365,0
2015-2017,36,35-39,Some College,2,1,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,44403.3764452571,4,330,1
2015-2017,34,30-34,HS,2,0,2,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,16300.5034745264,2,322,0
2015-2017,28,25-29,Some College,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,7721.22273570087,1,316,0
2015-2017,31,30-34,Some College,0,0,0,Hispanic,Married,0,0,White,Hispanic,Married,9601.34568492207,2,305,0
2015-2017,29,25-29,<HS,4,0,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7210.80106222115,4,347,0
2015-2017,17,15-19,<HS,0,4,4,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3281.15931729944,2,330,1
2015-2017,28,25-29,<HS,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,22960.6658267265,4,368,0
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,5210.57156332554,2,331,1
2015-2017,41,40-44,Some College,1,0,1,Other or Multiple,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,3447.75858948715,3,365,0
2015-2017,29,25-29,Bachelor,2,0,2,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,3506.45698815719,3,316,0
2015-2017,24,20-24,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,21689.2962599731,2,337,1
2015-2017,26,25-29,Some College,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,28771.5926677939,4,329,1
2015-2017,42,40-44,HS,1,0,1,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,2134.21954905384,4,347,0
2015-2017,40,40-44,Post-Grad,0,0,0,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,3882.85079284883,2,367,0
2015-2017,31,30-34,Bachelor,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10820.5468613808,4,351,1
2015-2017,17,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,5085.21958511985,3,312,1
2015-2017,42,40-44,Some College,2,0,2,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,1924.916,2,312,0
2015-2017,42,40-44,HS,3,0,3,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,13523.2863011354,1,322,0
2015-2017,40,40-44,Some College,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,4578.08930198206,2,311,0
2015-2017,26,25-29,<HS,2,0,2,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,3117.17032822508,1,368,0
2015-2017,21,20-24,<HS,2,0,2,Hispanic,Married,2,1,Other,Hispanic,Married,10702.5462257012,1,330,0
2015-2017,28,25-29,HS,2,0,2,Hispanic,Married,0,0,White,Hispanic,Married,2027.46297868985,3,311,0
2015-2017,34,30-34,Some College,3,0,3,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,2772.27538963927,3,316,0
2015-2017,22,20-24,Some College,0,0,0,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Never Married,10833.4895495406,3,311,0
2015-2017,29,25-29,Post-Grad,1,1,2,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,3252.41715014524,3,322,1
2015-2017,16,15-19,<HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,6217.52895579727,2,367,1
2015-2017,36,35-39,<HS,3,0,3,Hispanic,Married,0,0,Black,Hispanic,Married,4375.63102830427,4,312,0
2015-2017,38,35-39,<HS,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,2820.51649309691,2,309,0
2015-2017,28,25-29,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,13738.4208075466,4,329,1
2015-2017,28,25-29,HS,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2945.73900578555,4,330,0
2015-2017,23,20-24,HS,0,1,1,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,5548.08625685108,2,329,1
2015-2017,17,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,18614.3562404085,1,367,1
2015-2017,22,20-24,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,4486.49891628282,1,312,1
2015-2017,37,35-39,Post-Grad,2,0,2,Other or Multiple,Married,1,1,Other,Non-Hispanic,Married,5820.12699803334,4,312,0
2015-2017,27,25-29,Bachelor,2,1,3,Hispanic,Married,1,1,White,Hispanic,Married,93158.8317654985,1,329,1
2015-2017,18,15-19,HS,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7525.55943823403,3,316,1
2015-2017,33,30-34,HS,3,0,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2888.64631947847,4,311,0
2015-2017,27,25-29,Some College,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,6791.59474904151,3,316,1
2015-2017,39,35-39,Post-Grad,3,0,3,Other or Multiple,Married,1,1,Other,Non-Hispanic,Married,20673.2865021705,3,337,0
2015-2017,18,15-19,HS,0,3,3,Hispanic,Never Married,0,0,Other,Hispanic,Never Married,5450.0165966587,1,309,1
2015-2017,44,40-44,Some College,1,0,1,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,63343.539012234,1,311,0
2015-2017,39,35-39,Post-Grad,3,0,3,Non-Hispanic White,Married,2,1,White,Non-Hispanic,Married,4336.51594159458,3,367,0
2015-2017,40,40-44,Some College,4,0,4,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,13898.6182178859,3,367,0
2015-2017,34,30-34,HS,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,13282.0615099698,3,347,0
2015-2017,31,30-34,Bachelor,1,1,2,Other or Multiple,Married,1,1,Other,Non-Hispanic,Married,8859.66097544829,3,311,1
2015-2017,29,25-29,Post-Grad,2,0,2,Non-Hispanic Black,Married,1,1,Black,Non-Hispanic,Married,9563.18492365922,3,343,0
2015-2017,39,35-39,Post-Grad,0,0.5,0.5,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,4661.36824890374,2,364,1
2015-2017,23,20-24,<HS,2,1,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,14374.7591089637,2,312,1
2015-2017,31,30-34,HS,1,0,1,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,9876.54820890206,3,329,0
2015-2017,29,25-29,HS,0,2,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,4336.84584669163,2,368,1
2015-2017,27,25-29,HS,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,6836.81433806653,1,368,0
2015-2017,43,40-44,HS,0,0,0,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,9057.33558721701,4,368,0
2015-2017,36,35-39,HS,0,4,4,Other or Multiple,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,8185.69110934616,2,364,1
2015-2017,31,30-34,<HS,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2489.53688211061,2,347,0
2015-2017,22,20-24,HS,1,1,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3708.32777004909,3,365,1
2015-2017,22,20-24,HS,1,2,3,Hispanic,Married,1,1,White,Hispanic,Married,14165.0123833522,1,347,1
2015-2017,30,30-34,HS,3,0,3,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,6858.64825145239,3,330,0
2015-2017,16,15-19,<HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,10807.0315763249,4,305,1
2015-2017,35,35-39,HS,3,0,3,Non-Hispanic White,Formerly Married,1,1,White,Non-Hispanic,Formerly Married,5096.22972684792,1,365,0
2015-2017,27,25-29,Bachelor,0,1,1,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,21408.724599549,1,351,1
2015-2017,19,15-19,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4554.92003313778,1,368,1
2015-2017,44,40-44,Some College,1,1,2,Hispanic,Married,0,0,White,Hispanic,Married,3013.43625917689,2,312,1
2015-2017,44,40-44,Post-Grad,0,0,0,Other or Multiple,Never Married,0,0,White,Non-Hispanic,Never Married,3385.50916889584,2,305,0
2015-2017,25,25-29,<HS,3,0,3,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,2840.12737815479,3,322,0
2015-2017,22,20-24,<HS,2,0,2,Non-Hispanic Black,Never Married,2,1,Black,Non-Hispanic,Never Married,2094.26721661155,2,364,0
2015-2017,27,25-29,Bachelor,0,2,2,Other or Multiple,Cohabitating,0,0,Other,Non-Hispanic,Never Married,5411.9345306081,2,305,1
2015-2017,44,40-44,Bachelor,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,14397.5854865634,3,343,0
2015-2017,28,25-29,HS,3,1,4,Hispanic,Never Married,1,1,White,Hispanic,Never Married,3983.79307537967,1,309,1
2015-2017,37,35-39,HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2799.27701030187,1,309,0
2015-2017,36,35-39,Bachelor,3,0,3,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,16966.8205759911,3,347,0
2015-2017,25,25-29,Bachelor,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,3793.60954067085,4,312,1
2015-2017,16,15-19,<HS,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,34097.9356178987,1,365,0
2015-2017,36,35-39,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4511.43166625745,4,343,1
2015-2017,20,20-24,HS,1,1,2,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,11885.612694298,4,337,1
2015-2017,25,25-29,HS,2,1,3,Non-Hispanic White,Cohabitating,2,1,White,Non-Hispanic,Never Married,57552.2719861717,1,311,1
2015-2017,17,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,3994.2418977725,1,311,1
2015-2017,19,15-19,HS,0,0,0,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3113.21302424391,1,331,0
2015-2017,21,20-24,Some College,0,1,1,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,15164.8806171548,3,368,1
2015-2017,15,15-19,<HS,0,2,2,Other or Multiple,Never Married,0,0,Black,Non-Hispanic,Never Married,27868.3724279478,3,331,1
2015-2017,38,35-39,Bachelor,3,0,3,Hispanic,Married,1,1,White,Hispanic,Married,11468.8787945174,1,312,0
2015-2017,44,40-44,Some College,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,10763.0361286416,3,364,0
2015-2017,25,25-29,Bachelor,1,5,6,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,6007.43363171032,3,365,1
2015-2017,24,20-24,Some College,1,1,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,17781.9736866677,3,347,1
2015-2017,24,20-24,Some College,0,3,3,Hispanic,Never Married,0,0,White,Hispanic,Never Married,13782.6666889448,1,351,1
2015-2017,35,35-39,Post-Grad,2,0,2,Other or Multiple,Married,0,0,Other,Non-Hispanic,Married,10906.3827828467,3,367,0
2015-2017,37,35-39,Post-Grad,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,12357.017425169,2,347,0
2015-2017,31,30-34,Bachelor,1,0,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,2810.84473360079,3,365,0
2015-2017,34,30-34,Some College,4,2,6,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,21172.7086931141,3,365,1
2015-2017,29,25-29,Some College,0,3,3,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,9427.8596039072,2,330,1
2015-2017,42,40-44,Bachelor,0,0,0,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,5222.71359645254,2,316,0
2015-2017,28,25-29,Bachelor,0,3,3,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,4638.10920530313,2,309,1
2015-2017,25,25-29,HS,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10031.4210633019,3,347,1
2015-2017,16,15-19,<HS,0,1,1,Other or Multiple,Never Married,0,0,Other,Non-Hispanic,Never Married,11433.907009668,2,330,1
2015-2017,41,40-44,<HS,3,0,3,Hispanic,Married,0,0,White,Hispanic,Married,21296.6450306303,2,331,0
2015-2017,35,35-39,Some College,3,0,3,Non-Hispanic White,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,21467.990913711,4,322,0
2015-2017,22,20-24,<HS,4,0,4,Non-Hispanic Black,Cohabitating,4,1,Black,Non-Hispanic,Never Married,4260.80262415804,2,365,0
2015-2017,25,25-29,Some College,1,0,1,Non-Hispanic Black,Never Married,1,1,Black,Non-Hispanic,Never Married,3188.91305282331,4,365,0
2015-2017,24,20-24,Some College,0,1,1,Non-Hispanic Black,Formerly Married,0,0,Black,Non-Hispanic,Formerly Married,2632.80581664065,4,367,1
2015-2017,39,35-39,<HS,2,0,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,5857.24947613673,1,351,0
2015-2017,42,40-44,Bachelor,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,8529.54725790442,2,365,0
2015-2017,43,40-44,Some College,2,0,2,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,48859.9362521163,1,329,0
2015-2017,18,15-19,HS,0,2,2,Hispanic,Never Married,0,0,White,Hispanic,Never Married,12936.2835971498,3,305,1
2015-2017,34,30-34,HS,3,0,3,Hispanic,Cohabitating,0,0,White,Hispanic,Never Married,3567.1466045978,4,347,0
2015-2017,26,25-29,Post-Grad,0,0,0,Hispanic,Never Married,0,0,White,Hispanic,Never Married,2104.19766514558,1,330,0
2015-2017,28,25-29,Post-Grad,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,18644.1329195409,3,343,1
2015-2017,41,40-44,Some College,2,0,2,Other or Multiple,Formerly Married,0,0,White,Non-Hispanic,Formerly Married,3886.32804230246,1,316,0
2015-2017,29,25-29,Bachelor,0,1,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,10638.7510561614,1,351,1
2015-2017,34,30-34,Bachelor,1,0,1,Non-Hispanic Black,Married,0,0,Black,Non-Hispanic,Married,10355.2438960234,2,366,0
2015-2017,43,40-44,Bachelor,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3728.26807896144,4,367,1
2015-2017,18,15-19,HS,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3276.45181199986,4,368,1
2015-2017,44,40-44,Bachelor,4,0,4,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,46192.3276603284,4,309,0
2015-2017,29,25-29,HS,0,1,1,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,7039.43224501765,1,329,1
2015-2017,44,40-44,HS,3,0,3,Non-Hispanic Black,Cohabitating,0,0,Black,Non-Hispanic,Formerly Married,13150.1368596685,3,364,0
2015-2017,17,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,4683.67206746645,2,312,1
2015-2017,37,35-39,HS,2,1,3,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Formerly Married,34052.4766143894,3,322,1
2015-2017,40,40-44,HS,0,0,0,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,17510.8546917698,3,330,0
2015-2017,34,30-34,HS,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15870.8891614186,1,347,0
2015-2017,38,35-39,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,18951.661784622702,2,330,0
2015-2017,31,30-34,Bachelor,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,17374.9170848517,2,330,0
2015-2017,34,30-34,HS,0,1,1,Non-Hispanic White,Cohabitating,0,0,White,Non-Hispanic,Never Married,5160.44796863552,2,343,1
2015-2017,35,35-39,Some College,2,0,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,64275.2432979449,3,365,0
2015-2017,35,35-39,Some College,2,0,2,Non-Hispanic White,Married,1,1,White,Non-Hispanic,Married,9178.8045253466,3,368,0
2015-2017,21,20-24,Some College,0,2,2,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,28503.8377403498,2,366,1
2015-2017,44,40-44,Bachelor,1,0,1,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,3195.81691424748,4,312,0
2015-2017,24,20-24,Post-Grad,2,0,2,Non-Hispanic White,Never Married,1,1,White,Non-Hispanic,Never Married,18416.9757759446,3,367,0
2015-2017,43,40-44,HS,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,18225.5102506919,3,364,1
2015-2017,44,40-44,Bachelor,1,0,1,Hispanic,Formerly Married,0,0,White,Hispanic,Formerly Married,3477.74352676376,1,367,0
2015-2017,38,35-39,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,106774.4,1,329,0
2015-2017,27,25-29,Bachelor,0,2,2,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,16858.2924339047,3,330,1
2015-2017,30,30-34,Some College,1,0,1,Non-Hispanic White,Married,0,0,White,Non-Hispanic,Married,15664.2261026617,4,309,0
2015-2017,18,15-19,<HS,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,10087.7390921395,4,366,1
2015-2017,29,25-29,Some College,0,3,3,Non-Hispanic White,Never Married,0,0,White,Non-Hispanic,Never Married,11109.8388307358,4,343,1
2015-2017,19,15-19,Some College,0,2,2,Non-Hispanic Black,Never Married,0,0,Black,Non-Hispanic,Never Married,3175.93422660231,2,364,1
